$MOVEMENTEVALUATION:SIMRUN,TIMEINT,MOVEMENT,QLEN,QLENMAX,VEHS(ALL),PERS(ALL),LOS(ALL),LOSVAL(ALL),VEHDELAY(ALL),PERSDELAY(ALL),STOPDELAY(ALL),STOPS(ALL),EMISSIONSCO,EMISSIONSNOX,EMISSIONSVOC,FUELCONSUMPTION
3,2070-2100,2-1@839.5-1@885.5,71.88,118.47,5,5,LOS_D,4,43.19,43.19,11.12,10.80,40.629,7.905,9.416,0.581
3,2070-2100,2-1@839.5-10000@37.4,71.88,118.47,6,6,LOS_E,5,60.05,60.05,18.21,17.00,77.995,15.175,18.076,1.116
3,2070-2100,2-14@803.9-14@847.3,2.34,14.99,7,7,LOS_A,1,8.69,8.69,1.03,0.86,6.035,1.174,1.399,0.086
3,2070-2100,2-14@803.9-10001@24.3,2.34,14.99,7,7,LOS_A,1,8.52,8.52,0.78,0.71,5.051,0.983,1.171,0.072
3,2070-2100,2,37.11,118.47,25,25,LOS_C,3,27.87,27.87,7.10,6.68,126.961,24.702,29.424,1.816
3,2070-2100,3-4@325.6-4@367.6,54.40,92.45,5,5,LOS_D,4,41.13,41.13,15.13,4.20,17.723,3.448,4.108,0.254
3,2070-2100,3-4@325.6-10007@31.1,54.40,92.45,6,6,LOS_D,4,48.51,48.51,17.87,6.33,29.831,5.804,6.914,0.427
3,2070-2100,3-14@905.4-14@945.6,1.13,6.07,7,7,LOS_A,1,6.47,6.47,0.49,0.14,2.426,0.472,0.562,0.035
3,2070-2100,3-14@905.4-10006@28.4,1.13,6.07,6,6,LOS_A,1,4.46,4.46,0.55,0.17,1.902,0.370,0.441,0.027
3,2070-2100,3,27.76,92.45,24,24,LOS_C,3,23.70,23.70,7.90,2.54,53.611,10.431,12.425,0.767
3,2070-2100,4-14@1018.5-14@1056.3,2.88,12.62,5,5,LOS_A,1,7.58,7.58,1.69,0.80,4.271,0.831,0.990,0.061
3,2070-2100,4-14@1018.5-10016@30.7,2.88,12.62,5,5,LOS_A,1,7.62,7.62,1.42,1.20,5.304,1.032,1.229,0.076
3,2070-2100,4-15@605.8-15@651.4,8.21,34.28,9,9,LOS_C,3,25.41,25.41,5.29,3.78,27.334,5.318,6.335,0.391
3,2070-2100,4-15@605.8-10017@29.2,8.21,34.28,8,8,LOS_C,3,26.06,26.06,5.80,3.75,23.967,4.663,5.555,0.343
3,2070-2100,4,5.55,34.28,27,27,LOS_B,2,19.01,19.01,4.06,2.74,61.607,11.987,14.278,0.881
3,2070-2100,5-6@771.4-6@812.3,4.91,20.97,9,9,LOS_A,1,9.07,9.07,1.92,0.78,7.861,1.530,1.822,0.112
3,2070-2100,5-6@771.4-10008@26.8,4.91,20.97,11,11,LOS_A,1,9.97,9.97,1.76,0.82,9.716,1.890,2.252,0.139
3,2070-2100,5-15@917.1-15@953.7,10.50,34.15,5,5,LOS_B,2,16.43,16.43,3.99,1.00,5.526,1.075,1.281,0.079
3,2070-2100,5-15@917.1-10009@26.6,10.50,34.15,6,6,LOS_B,2,18.31,18.31,2.83,0.83,6.192,1.205,1.435,0.089
3,2070-2100,5,7.70,34.15,31,31,LOS_B,2,12.36,12.36,2.37,0.84,29.304,5.702,6.792,0.419
3,2070-2100,6-4@647.9-4@688.0,30.75,53.76,5,5,LOS_C,3,34.13,34.13,9.21,2.40,11.793,2.295,2.733,0.169
3,2070-2100,6-4@647.9-10011@22.3,30.75,53.76,6,6,LOS_C,3,26.99,26.99,9.84,2.00,11.593,2.256,2.687,0.166
3,2070-2100,6-6@878.0-6@917.5,1.91,14.52,6,6,LOS_A,1,6.64,6.64,0.61,0.67,4.282,0.833,0.992,0.061
3,2070-2100,6-6@878.0-10010@26.4,1.91,14.52,12,12,LOS_A,1,4.14,4.14,0.34,0.17,3.864,0.752,0.895,0.055
3,2070-2100,6,16.33,53.76,29,29,LOS_B,2,14.56,14.56,3.89,1.03,31.287,6.087,7.251,0.448
3,2070-2100,7-1@504.8-1@548.8,27.99,45.01,5,5,LOS_C,3,34.30,34.30,10.44,3.40,14.100,2.743,3.268,0.202
3,2070-2100,7-1@504.8-10013@33.6,27.99,45.01,4,4,LOS_D,4,46.14,46.14,13.82,7.75,22.907,4.457,5.309,0.328
3,2070-2100,7-6@983.5-6@1021.9,1.17,5.89,6,6,LOS_A,1,8.50,8.50,0.95,0.17,2.369,0.461,0.549,0.034
3,2070-2100,7-6@983.5-10012@22.9,1.17,5.89,8,8,LOS_A,1,6.32,6.32,0.05,0.25,3.196,0.622,0.741,0.046
3,2070-2100,7,14.58,45.01,23,23,LOS_B,2,19.90,19.90,4.94,2.22,43.491,8.462,10.079,0.622
3,2070-2100,8-5@427.2-5@466.3,31.41,76.29,7,7,LOS_C,3,29.16,29.16,5.45,4.57,26.651,5.185,6.177,0.381
3,2070-2100,8-5@427.2-10015@30.1,31.41,76.29,6,6,LOS_D,4,35.35,35.35,8.71,8.67,37.198,7.237,8.621,0.532
3,2070-2100,8-6@1086.4-6@1124.9,2.42,13.30,8,8,LOS_A,1,5.77,5.77,1.58,0.75,5.839,1.136,1.353,0.084
3,2070-2100,8-6@1086.4-10014@25.1,2.42,13.30,5,5,LOS_A,1,4.44,4.44,0.00,0.00,1.053,0.205,0.244,0.015
3,2070-2100,8,16.91,76.29,26,26,LOS_B,2,18.64,18.64,3.96,3.46,70.467,13.710,16.331,1.008
3,2100-2130,1-5@777.9-5@820.9,9.32,27.73,4,4,LOS_B,2,12.47,12.47,2.16,0.75,3.697,0.719,0.857,0.053
3,2100-2130,1-5@777.9-14@745.4,9.32,27.73,3,3,LOS_B,2,19.71,19.71,3.90,1.00,3.460,0.673,0.802,0.049
3,2100-2130,1-14@698.3-14@745.4,8.06,34.70,11,11,LOS_B,2,17.39,17.39,1.45,1.45,15.492,3.014,3.591,0.222
3,2100-2130,1-14@698.3-10004@28.4,8.06,34.70,8,8,LOS_C,3,24.02,24.02,5.03,4.13,27.782,5.405,6.439,0.397
3,2100-2130,1,8.69,34.70,26,26,LOS_B,2,18.94,18.94,2.95,2.12,49.661,9.662,11.509,0.710
3,2100-2130,2-1@839.5-1@885.5,44.30,81.79,7,7,LOS_D,4,38.77,38.77,7.78,7.71,39.251,7.637,9.097,0.562
3,2100-2130,2-1@839.5-10000@37.4,44.30,81.79,5,5,LOS_D,4,52.13,52.13,17.38,11.60,42.358,8.241,9.817,0.606
3,2100-2130,2-14@803.9-14@847.3,6.08,23.80,8,8,LOS_A,1,7.42,7.42,0.87,0.50,4.668,0.908,1.082,0.067
3,2100-2130,2-14@803.9-10001@24.3,6.08,23.80,7,7,LOS_A,1,9.17,9.17,2.16,0.86,6.026,1.172,1.397,0.086
3,2100-2130,2,25.19,81.79,27,27,LOS_C,3,24.28,24.28,6.05,4.52,93.493,18.190,21.668,1.338
3,2100-2130,3-4@325.6-4@367.6,49.29,77.46,5,5,LOS_D,4,41.35,41.35,12.64,8.20,30.338,5.903,7.031,0.434
3,2100-2130,3-4@325.6-10007@31.1,49.29,77.46,6,6,LOS_D,4,49.93,49.93,17.48,9.83,43.946,8.550,10.185,0.629
3,2100-2130,3-14@905.4-14@945.6,1.69,6.69,6,6,LOS_A,1,8.45,8.45,2.47,0.50,3.617,0.704,0.838,0.052
3,2100-2130,3-14@905.4-10006@28.4,1.69,6.69,6,6,LOS_A,1,5.54,5.54,0.28,0.17,1.981,0.385,0.459,0.028
3,2100-2130,3,25.49,77.46,23,23,LOS_C,3,25.66,25.66,8.03,4.52,80.286,15.621,18.607,1.149
3,2100-2130,4-14@1018.5-14@1056.3,1.60,15.74,6,6,LOS_A,1,5.36,5.36,0.28,0.33,2.840,0.553,0.658,0.041
3,2100-2130,4-14@1018.5-10016@30.7,1.60,15.74,9,9,LOS_A,1,3.89,3.89,0.14,0.11,2.705,0.526,0.627,0.039
3,2100-2130,4-15@605.8-15@651.4,25.61,53.00,3,3,LOS_C,3,23.20,23.20,10.16,1.00,3.596,0.700,0.833,0.051
3,2100-2130,4-15@605.8-10017@29.2,25.61,53.00,4,4,LOS_C,3,20.88,20.88,8.02,1.00,4.535,0.882,1.051,0.065
3,2100-2130,4,13.60,53.00,22,22,LOS_B,2,10.01,10.01,2.98,0.45,13.814,2.688,3.202,0.198
3,2100-2130,5-6@771.4-6@812.3,4.73,29.04,8,8,LOS_A,1,9.40,9.40,1.28,0.63,5.995,1.166,1.389,0.086
3,2100-2130,5-6@771.4-10008@26.8,4.73,29.04,4,4,LOS_A,1,9.66,9.66,1.11,1.75,5.795,1.127,1.343,0.083
3,2100-2130,5-15@917.1-15@953.7,6.26,18.72,8,8,LOS_B,2,14.30,14.30,2.49,0.88,7.779,1.513,1.803,0.111
3,2100-2130,5-15@917.1-10009@26.6,6.26,18.72,6,6,LOS_B,2,10.03,10.03,2.85,0.50,4.015,0.781,0.930,0.057
3,2100-2130,5,5.49,29.04,26,26,LOS_B,2,11.09,11.09,1.99,0.85,23.583,4.588,5.466,0.337
3,2100-2130,6-4@647.9-4@688.0,38.16,65.82,5,5,LOS_D,4,37.65,37.65,12.64,2.80,12.747,2.480,2.954,0.182
3,2100-2130,6-4@647.9-10011@22.3,38.16,65.82,4,4,LOS_C,3,34.24,34.24,13.62,2.50,9.166,1.783,2.124,0.131
3,2100-2130,6-6@878.0-6@917.5,0.84,6.55,3,3,LOS_A,1,5.06,5.06,0.51,0.33,1.352,0.263,0.313,0.019
3,2100-2130,6-6@878.0-10010@26.4,0.84,6.55,9,9,LOS_A,1,2.52,2.52,0.00,0.00,1.706,0.332,0.395,0.024
3,2100-2130,6,19.50,65.82,21,21,LOS_B,2,17.29,17.29,5.68,1.19,25.048,4.873,5.805,0.358
3,2100-2130,7-1@504.8-1@548.8,32.93,67.35,8,8,LOS_C,3,29.16,29.16,8.50,2.00,15.499,3.016,3.592,0.222
3,2100-2130,7-1@504.8-10013@33.6,32.93,67.35,7,7,LOS_D,4,38.89,38.89,12.19,4.86,27.105,5.274,6.282,0.388
3,2100-2130,7-6@983.5-6@1021.9,1.71,5.78,5,5,LOS_A,1,5.22,5.22,0.00,0.00,1.192,0.232,0.276,0.017
3,2100-2130,7-6@983.5-10012@22.9,1.71,5.78,5,5,LOS_A,1,4.63,4.63,1.12,0.20,1.728,0.336,0.401,0.025
3,2100-2130,7,17.32,67.35,25,25,LOS_C,3,22.19,22.19,6.36,2.04,46.034,8.957,10.669,0.659
3,2100-2130,8-5@427.2-5@466.3,32.18,72.11,7,7,LOS_C,3,28.05,28.05,5.87,3.71,21.516,4.186,4.987,0.308
3,2100-2130,8-5@427.2-10015@30.1,32.18,72.11,7,7,LOS_C,3,34.87,34.87,8.74,7.29,38.875,7.564,9.010,0.556
3,2100-2130,8-6@1086.4-6@1124.9,0.41,6.12,7,7,LOS_A,1,2.55,2.55,0.00,0.14,2.060,0.401,0.477,0.029
3,2100-2130,8-6@1086.4-10014@25.1,0.41,6.12,6,6,LOS_A,1,2.93,2.93,0.00,0.00,1.129,0.220,0.262,0.016
3,2100-2130,8,16.30,72.11,27,27,LOS_B,2,17.62,17.62,3.79,2.89,63.621,12.378,14.745,0.910
3,2130-2160,1-5@777.9-5@820.9,6.10,26.99,12,12,LOS_B,2,13.20,13.20,2.51,0.58,9.529,1.854,2.208,0.136
3,2130-2160,1-5@777.9-14@745.4,6.10,26.99,10,10,LOS_B,2,16.44,16.44,2.47,0.70,9.148,1.780,2.120,0.131
3,2130-2160,1-14@698.3-14@745.4,14.83,40.27,5,5,LOS_B,2,16.60,16.60,2.55,1.00,5.551,1.080,1.287,0.079
3,2130-2160,1-14@698.3-10004@28.4,14.83,40.27,3,3,LOS_C,3,22.45,22.45,4.44,2.00,5.510,1.072,1.277,0.079
3,2130-2160,1,10.47,40.27,30,30,LOS_B,2,15.77,15.77,2.70,0.83,29.756,5.790,6.896,0.426
3,2130-2160,2-1@839.5-1@885.5,76.78,109.17,8,8,LOS_D,4,35.86,35.86,10.03,4.50,30.165,5.869,6.991,0.432
3,2130-2160,2-1@839.5-10000@37.4,76.78,109.17,7,7,LOS_E,5,57.46,57.46,20.36,9.43,51.267,9.975,11.882,0.733
3,2130-2160,2-14@803.9-14@847.3,4.97,19.53,7,7,LOS_A,1,4.22,4.22,0.02,0.14,2.201,0.428,0.510,0.031
3,2130-2160,2-14@803.9-10001@24.3,4.97,19.53,5,5,LOS_A,1,8.57,8.57,1.90,0.40,2.638,0.513,0.611,0.038
3,2130-2160,2,40.87,109.17,27,27,LOS_C,3,28.20,28.20,8.61,3.89,86.201,16.772,19.978,1.233
3,2130-2160,3-4@325.6-4@367.6,27.95,62.19,9,9,LOS_D,4,42.20,42.20,15.54,6.22,43.417,8.447,10.062,0.621
3,2130-2160,3-4@325.6-10007@31.1,27.95,62.19,8,8,LOS_D,4,35.68,35.68,9.67,4.38,28.527,5.550,6.611,0.408
3,2130-2160,3-14@905.4-14@945.6,2.22,12.59,6,6,LOS_A,1,5.45,5.45,0.68,0.17,2.030,0.395,0.471,0.029
3,2130-2160,3-14@905.4-10006@28.4,2.22,12.59,7,7,LOS_A,1,3.67,3.67,0.24,0.29,2.705,0.526,0.627,0.039
3,2130-2160,3,15.09,62.19,30,30,LOS_C,3,24.12,24.12,7.43,3.13,77.060,14.993,17.860,1.102
3,2130-2160,4-14@1018.5-14@1056.3,1.78,14.40,8,8,LOS_A,1,2.87,2.87,0.26,0.38,3.627,0.706,0.841,0.052
3,2130-2160,4-14@1018.5-10016@30.7,1.78,14.40,6,6,LOS_A,1,3.77,3.77,0.01,0.17,2.000,0.389,0.463,0.029
3,2130-2160,4-15@605.8-15@651.4,26.42,45.55,6,6,LOS_C,3,34.21,34.21,10.69,2.50,14.012,2.726,3.247,0.200
3,2130-2160,4-15@605.8-10017@29.2,26.42,45.55,4,4,LOS_D,4,37.86,37.86,11.56,4.25,14.494,2.820,3.359,0.207
3,2130-2160,4,14.10,45.55,24,24,LOS_B,2,16.76,16.76,4.69,1.50,33.643,6.546,7.797,0.481
3,2130-2160,5-6@771.4-6@812.3,8.61,34.21,7,7,LOS_B,2,16.89,16.89,2.50,0.86,7.206,1.402,1.670,0.103
3,2130-2160,5-6@771.4-10008@26.8,8.61,34.21,9,9,LOS_B,2,19.60,19.60,4.48,1.78,15.600,3.035,3.616,0.223
3,2130-2160,5-15@917.1-15@953.7,7.97,26.48,6,6,LOS_B,2,12.53,12.53,2.20,0.67,5.086,0.990,1.179,0.073
3,2130-2160,5-15@917.1-10009@26.6,7.97,26.48,4,4,LOS_B,2,15.17,15.17,3.07,0.50,3.025,0.589,0.701,0.043
3,2130-2160,5,8.29,34.21,26,26,LOS_B,2,16.56,16.56,3.21,1.08,30.713,5.976,7.118,0.439
3,2130-2160,6-4@647.9-4@688.0,40.38,78.83,8,8,LOS_D,4,37.28,37.28,12.24,4.75,32.149,6.255,7.451,0.460
3,2130-2160,6-4@647.9-10011@22.3,40.38,78.83,8,8,LOS_D,4,40.37,40.37,14.92,5.25,32.934,6.408,7.633,0.471
3,2130-2160,6-6@878.0-6@917.5,3.47,13.91,3,3,LOS_A,1,9.74,9.74,1.37,1.33,3.473,0.676,0.805,0.050
3,2130-2160,6-6@878.0-10010@26.4,3.47,13.91,6,6,LOS_A,1,5.12,5.12,0.29,0.33,2.644,0.514,0.613,0.038
3,2130-2160,6,21.92,78.83,25,25,LOS_C,3,27.25,27.25,8.93,3.44,70.748,13.765,16.397,1.012
3,2130-2160,7-1@504.8-1@548.8,18.46,62.09,10,10,LOS_C,3,27.28,27.28,5.37,3.80,30.672,5.968,7.108,0.439
3,2130-2160,7-1@504.8-10013@33.6,18.46,62.09,11,11,LOS_C,3,27.72,27.72,5.33,4.82,42.674,8.303,9.890,0.610
3,2130-2160,7-6@983.5-6@1021.9,2.28,5.78,4,4,LOS_A,1,7.48,7.48,0.00,0.00,1.096,0.213,0.254,0.016
3,2130-2160,7-6@983.5-10012@22.9,2.28,5.78,4,4,LOS_A,1,6.17,6.17,1.51,0.25,1.588,0.309,0.368,0.023
3,2130-2160,7,10.37,62.09,29,29,LOS_C,3,21.80,21.80,4.09,3.17,74.911,14.575,17.361,1.072
3,2130-2160,8-5@427.2-5@466.3,39.35,85.96,7,7,LOS_C,3,27.20,27.20,5.75,6.71,35.313,6.871,8.184,0.505
3,2130-2160,8-5@427.2-10015@30.1,39.35,85.96,6,6,LOS_C,3,33.49,33.49,7.72,6.50,30.314,5.898,7.026,0.434
3,2130-2160,8-6@1086.4-6@1124.9,4.32,19.78,8,8,LOS_A,1,6.22,6.22,1.48,0.63,5.190,1.010,1.203,0.074
3,2130-2160,8-6@1086.4-10014@25.1,4.32,19.78,4,4,LOS_A,1,7.91,7.91,0.25,0.25,1.704,0.332,0.395,0.024
3,2130-2160,8,21.83,85.96,25,25,LOS_B,2,18.91,18.91,3.97,3.68,71.886,13.986,16.660,1.028
3,2160-2190,1-5@777.9-5@820.9,9.24,26.69,7,7,LOS_A,1,6.74,6.74,0.87,0.29,3.598,0.700,0.834,0.051
3,2160-2190,1-5@777.9-14@745.4,9.24,26.69,4,4,LOS_B,2,15.96,15.96,6.22,2.00,6.867,1.336,1.591,0.098
3,2160-2190,1-14@698.3-14@745.4,32.96,63.38,7,7,LOS_C,3,29.67,29.67,6.56,2.00,13.961,2.716,3.236,0.200
3,2160-2190,1-14@698.3-10004@28.4,32.96,63.38,7,7,LOS_C,3,34.30,34.30,8.24,5.14,28.259,5.498,6.549,0.404
3,2160-2190,1,21.10,63.38,25,25,LOS_C,3,22.35,22.35,5.38,2.40,53.231,10.357,12.337,0.762
3,2160-2190,2-1@839.5-1@885.5,68.03,104.17,6,6,LOS_D,4,43.74,43.74,13.94,5.83,27.187,5.290,6.301,0.389
3,2160-2190,2-1@839.5-10000@37.4,68.03,104.17,4,4,LOS_E,5,61.65,61.65,23.08,12.50,37.099,7.218,8.598,0.531
3,2160-2190,2-14@803.9-14@847.3,1.93,13.25,5,5,LOS_A,1,6.15,6.15,0.72,0.40,2.559,0.498,0.593,0.037
3,2160-2190,2-14@803.9-10001@24.3,1.93,13.25,8,8,LOS_A,1,5.91,5.91,0.47,0.25,3.109,0.605,0.721,0.044
3,2160-2190,2,34.98,104.17,23,23,LOS_C,3,25.53,25.53,7.97,3.87,70.823,13.780,16.414,1.013
3,2160-2190,3-4@325.6-4@367.6,39.45,73.22,6,6,LOS_C,3,33.36,33.36,13.10,4.67,23.337,4.540,5.408,0.334
3,2160-2190,3-4@325.6-10007@31.1,39.45,73.22,6,6,LOS_C,3,32.92,32.92,9.62,3.17,17.018,3.311,3.944,0.243
3,2160-2190,3-14@905.4-14@945.6,0.52,5.61,6,6,LOS_A,1,5.49,5.49,0.04,0.17,2.045,0.398,0.474,0.029
3,2160-2190,3-14@905.4-10006@28.4,0.52,5.61,5,5,LOS_A,1,5.91,5.91,0.52,0.60,3.066,0.597,0.711,0.044
3,2160-2190,3,19.99,73.22,23,23,LOS_C,3,20.01,20.01,6.05,2.22,44.722,8.701,10.365,0.640
3,2160-2190,4-14@1018.5-14@1056.3,2.51,14.39,5,5,LOS_A,1,5.05,5.05,0.12,0.40,2.526,0.492,0.585,0.036
3,2160-2190,4-14@1018.5-10016@30.7,2.51,14.39,5,5,LOS_A,1,3.88,3.88,0.35,0.40,2.483,0.483,0.575,0.036
3,2160-2190,4-15@605.8-15@651.4,34.36,67.12,9,9,LOS_C,3,32.27,32.27,11.10,2.44,20.797,4.046,4.820,0.298
3,2160-2190,4-15@605.8-10017@29.2,34.36,67.12,7,7,LOS_D,4,48.71,48.71,17.63,7.29,39.616,7.708,9.181,0.567
3,2160-2190,4,18.43,67.12,26,26,LOS_C,3,26.00,26.00,8.68,2.96,65.716,12.786,15.230,0.940
3,2160-2190,5-6@771.4-6@812.3,4.17,19.25,4,4,LOS_B,2,11.02,11.02,2.13,0.75,3.396,0.661,0.787,0.049
3,2160-2190,5-6@771.4-10008@26.8,4.17,19.25,5,5,LOS_A,1,8.02,8.02,0.52,0.20,2.263,0.440,0.525,0.032
3,2160-2190,5-15@917.1-15@953.7,9.42,25.03,8,8,LOS_B,2,11.93,11.93,1.71,0.63,6.333,1.232,1.468,0.091
3,2160-2190,5-15@917.1-10009@26.6,9.42,25.03,7,7,LOS_C,3,20.22,20.22,5.21,1.00,7.872,1.532,1.824,0.113
3,2160-2190,5,6.79,25.03,24,24,LOS_B,2,13.38,13.38,2.55,0.67,19.981,3.887,4.631,0.286
3,2160-2190,6-4@647.9-4@688.0,33.85,71.13,7,7,LOS_C,3,29.47,29.47,8.62,4.43,25.101,4.884,5.817,0.359
3,2160-2190,6-4@647.9-10011@22.3,33.85,71.13,6,6,LOS_D,4,40.57,40.57,16.38,4.67,22.101,4.300,5.122,0.316
3,2160-2190,6-6@878.0-6@917.5,4.63,20.22,6,6,LOS_B,2,10.20,10.20,2.78,0.50,3.846,0.748,0.891,0.055
3,2160-2190,6-6@878.0-10010@26.4,4.63,20.22,5,5,LOS_A,1,9.29,9.29,2.00,0.60,3.349,0.652,0.776,0.048
3,2160-2190,6,19.24,71.13,24,24,LOS_C,3,23.22,23.22,7.72,2.71,54.571,10.617,12.647,0.781
3,2160-2190,7-1@504.8-1@548.8,20.33,58.61,9,9,LOS_C,3,27.05,27.05,5.35,5.67,39.353,7.657,9.120,0.563
3,2160-2190,7-1@504.8-10013@33.6,20.33,58.61,8,8,LOS_C,3,25.45,25.45,4.43,3.00,19.686,3.830,4.563,0.282
3,2160-2190,7-6@983.5-6@1021.9,4.08,19.74,4,4,LOS_A,1,9.54,9.54,1.64,0.25,1.842,0.358,0.427,0.026
3,2160-2190,7-6@983.5-10012@22.9,4.08,19.74,5,5,LOS_A,1,8.82,8.82,2.70,0.40,2.669,0.519,0.619,0.038
3,2160-2190,7,12.21,58.61,26,26,LOS_C,3,20.36,20.36,3.99,3.00,63.160,12.289,14.638,0.904
3,2160-2190,8-5@427.2-5@466.3,44.33,71.50,5,5,LOS_C,3,33.25,33.25,9.70,2.40,11.260,2.191,2.610,0.161
3,2160-2190,8-5@427.2-10015@30.1,44.33,71.50,7,7,LOS_D,4,39.97,39.97,14.14,6.86,37.104,7.219,8.599,0.531
3,2160-2190,8-6@1086.4-6@1124.9,2.68,14.21,7,7,LOS_A,1,3.01,3.01,0.77,0.43,3.400,0.662,0.788,0.049
3,2160-2190,8-6@1086.4-10014@25.1,2.68,14.21,5,5,LOS_A,1,4.47,4.47,0.00,0.00,1.050,0.204,0.243,0.015
3,2160-2190,8,23.50,71.50,24,24,LOS_C,3,20.39,20.39,6.37,2.63,52.591,10.232,12.189,0.752
3,2190-2220,1-5@777.9-5@820.9,7.02,21.82,5,5,LOS_B,2,13.10,13.10,4.11,0.60,4.007,0.780,0.929,0.057
3,2190-2220,1-5@777.9-14@745.4,7.02,21.82,4,4,LOS_B,2,12.79,12.79,2.73,0.75,3.521,0.685,0.816,0.050
3,2190-2220,1-14@698.3-14@745.4,19.86,57.62,8,8,LOS_C,3,28.80,28.80,6.30,3.63,23.692,4.610,5.491,0.339
3,2190-2220,1-14@698.3-10004@28.4,19.86,57.62,12,12,LOS_C,3,28.59,28.59,5.42,6.33,54.490,10.602,12.629,0.780
3,2190-2220,1,13.44,57.62,29,29,LOS_C,3,23.80,23.80,5.07,3.83,86.449,16.820,20.035,1.237
3,2190-2220,2-1@839.5-1@885.5,114.04,159.58,7,7,LOS_D,4,45.52,45.52,12.88,10.86,56.088,10.913,12.999,0.802
3,2190-2220,2-1@839.5-10000@37.4,114.04,159.58,5,5,LOS_E,5,67.08,67.08,21.17,18.00,65.392,12.723,15.155,0.936
3,2190-2220,2-14@803.9-14@847.3,2.54,15.53,6,6,LOS_A,1,8.53,8.53,1.29,0.83,4.905,0.954,1.137,0.070
3,2190-2220,2-14@803.9-10001@24.3,2.54,15.53,6,6,LOS_A,1,7.90,7.90,1.46,0.33,2.743,0.534,0.636,0.039
3,2190-2220,2,58.29,159.58,24,24,LOS_C,3,31.36,31.36,8.86,7.21,126.625,24.637,29.347,1.812
3,2190-2220,3-4@325.6-4@367.6,26.03,49.48,5,5,LOS_D,4,37.57,37.57,15.50,3.80,15.347,2.986,3.557,0.220
3,2190-2220,3-4@325.6-10007@31.1,26.03,49.48,5,5,LOS_C,3,28.19,28.19,8.32,2.40,11.190,2.177,2.593,0.160
3,2190-2220,3-14@905.4-14@945.6,2.11,15.15,6,6,LOS_A,1,7.91,7.91,0.88,0.33,2.916,0.567,0.676,0.042
3,2190-2220,3-14@905.4-10006@28.4,2.11,15.15,5,5,LOS_A,1,5.61,5.61,0.48,0.40,2.378,0.463,0.551,0.034
3,2190-2220,3,14.07,49.48,21,21,LOS_B,2,19.25,19.25,6.04,1.67,32.119,6.249,7.444,0.460
3,2190-2220,4-14@1018.5-14@1056.3,1.65,14.01,5,5,LOS_A,1,4.53,4.53,0.82,0.20,1.850,0.360,0.429,0.026
3,2190-2220,4-14@1018.5-10016@30.7,1.65,14.01,5,5,LOS_A,1,6.25,6.25,0.05,0.20,1.963,0.382,0.455,0.028
3,2190-2220,4-15@605.8-15@651.4,47.15,87.71,6,6,LOS_C,3,30.22,30.22,7.52,2.83,14.414,2.804,3.340,0.206
3,2190-2220,4-15@605.8-10017@29.2,47.15,87.71,5,5,LOS_D,4,41.61,41.61,13.26,7.80,28.951,5.633,6.710,0.414
3,2190-2220,4,24.40,87.71,21,21,LOS_C,3,21.11,21.11,5.51,2.76,47.699,9.280,11.055,0.682
3,2190-2220,5-6@771.4-6@812.3,5.84,18.66,8,8,LOS_B,2,17.64,17.64,3.68,1.13,9.737,1.895,2.257,0.139
3,2190-2220,5-6@771.4-10008@26.8,5.84,18.66,6,6,LOS_B,2,16.54,16.54,3.87,1.33,7.907,1.538,1.833,0.113
3,2190-2220,5-15@917.1-15@953.7,11.03,31.52,7,7,LOS_A,1,9.43,9.43,1.37,0.43,4.480,0.872,1.038,0.064
3,2190-2220,5-15@917.1-10009@26.6,11.03,31.52,6,6,LOS_B,2,19.05,19.05,5.09,1.00,6.744,1.312,1.563,0.096
3,2190-2220,5,8.44,31.52,27,27,LOS_B,2,15.58,15.58,3.44,0.96,28.957,5.634,6.711,0.414
3,2190-2220,6-4@647.9-4@688.0,50.52,79.34,5,5,LOS_D,4,36.81,36.81,9.48,6.20,24.584,4.783,5.698,0.352
3,2190-2220,6-4@647.9-10011@22.3,50.52,79.34,3,3,LOS_D,4,46.53,46.53,17.57,8.00,17.613,3.427,4.082,0.252
3,2190-2220,6-6@878.0-6@917.5,3.48,14.91,8,8,LOS_B,2,11.01,11.01,2.00,0.88,7.367,1.433,1.707,0.105
3,2190-2220,6-6@878.0-10010@26.4,3.48,14.91,8,8,LOS_B,2,10.15,10.15,1.95,0.88,6.636,1.291,1.538,0.095
3,2190-2220,6,27.00,79.34,24,24,LOS_C,3,20.54,20.54,5.49,2.88,56.002,10.896,12.979,0.801
3,2190-2220,7-1@504.8-1@548.8,24.31,59.55,7,7,LOS_C,3,28.19,28.19,6.80,4.14,23.671,4.606,5.486,0.339
3,2190-2220,7-1@504.8-10013@33.6,24.31,59.55,6,6,LOS_C,3,27.41,27.41,4.70,2.50,13.336,2.595,3.091,0.191
3,2190-2220,7-6@983.5-6@1021.9,4.51,20.33,7,7,LOS_B,2,11.53,11.53,2.05,1.00,6.892,1.341,1.597,0.099
3,2190-2220,7-6@983.5-10012@22.9,4.51,20.33,6,6,LOS_B,2,11.25,11.25,2.52,0.67,4.517,0.879,1.047,0.065
3,2190-2220,7,14.41,59.55,26,26,LOS_B,2,19.61,19.61,4.05,2.12,48.448,9.426,11.228,0.693
3,2190-2220,8-5@427.2-5@466.3,37.95,83.75,7,7,LOS_D,4,40.97,40.97,14.55,5.43,29.995,5.836,6.952,0.429
