$MOVEMENTEVALUATION:SIMRUN,TIMEINT,MOVEMENT,QLEN,QLENMAX,VEHS(ALL),PERS(ALL),LOS(ALL),LOSVAL(ALL),VEHDELAY(ALL),PERSDELAY(ALL),STOPDELAY(ALL),STOPS(ALL),EMISSIONSCO,EMISSIONSNOX,EMISSIONSVOC,FUELCONSUMPTION
3,2190-2220,8-5@427.2-10015@30.1,37.95,83.75,7,7,LOS_D,4,43.84,43.84,13.12,9.29,49.814,9.692,11.545,0.713
3,2190-2220,8-6@1086.4-6@1124.9,2.59,12.75,7,7,LOS_A,1,3.34,3.34,0.63,0.43,3.326,0.647,0.771,0.048
3,2190-2220,8-6@1086.4-10014@25.1,2.59,12.75,6,6,LOS_A,1,3.80,3.80,0.00,0.00,1.208,0.235,0.280,0.017
3,2190-2220,8,20.27,83.75,27,27,LOS_C,3,23.70,23.70,7.34,3.93,82.083,15.970,19.023,1.174
3,2220-2250,1-5@777.9-5@820.9,5.24,19.89,6,6,LOS_A,1,9.22,9.22,1.74,0.67,4.682,0.911,1.085,0.067
3,2220-2250,1-5@777.9-14@745.4,5.24,19.89,6,6,LOS_B,2,11.78,11.78,1.51,1.00,6.198,1.206,1.436,0.089
3,2220-2250,1-14@698.3-14@745.4,9.22,30.38,6,6,LOS_D,4,36.95,36.95,5.28,5.33,25.735,5.007,5.964,0.368
3,2220-2250,1-14@698.3-10004@28.4,9.22,30.38,8,8,LOS_B,2,15.22,15.22,1.35,1.13,9.524,1.853,2.207,0.136
3,2220-2250,1,7.23,30.38,26,26,LOS_B,2,18.06,18.06,2.38,1.96,45.931,8.937,10.645,0.657
3,2220-2250,2-1@839.5-1@885.5,50.05,120.53,6,6,LOS_D,4,44.71,44.71,11.62,11.83,49.447,9.621,11.460,0.707
3,2220-2250,2-1@839.5-10000@37.4,50.05,120.53,5,5,LOS_E,5,62.74,62.74,21.42,16.20,59.049,11.489,13.685,0.845
3,2220-2250,2-14@803.9-14@847.3,2.25,6.77,6,6,LOS_A,1,7.18,7.18,0.46,0.50,3.428,0.667,0.795,0.049
3,2220-2250,2-14@803.9-10001@24.3,2.25,6.77,5,5,LOS_A,1,7.63,7.63,0.60,0.20,1.886,0.367,0.437,0.027
3,2220-2250,2,26.15,120.53,22,22,LOS_C,3,30.14,30.14,8.30,7.09,112.823,21.951,26.148,1.614
3,2220-2250,3-4@325.6-4@367.6,21.09,39.79,3,3,LOS_D,4,38.74,38.74,15.68,3.67,9.568,1.862,2.218,0.137
3,2220-2250,3-4@325.6-10007@31.1,21.09,39.79,4,4,LOS_C,3,33.23,33.23,11.78,2.50,9.153,1.781,2.121,0.131
3,2220-2250,3-14@905.4-14@945.6,1.30,14.68,6,6,LOS_A,1,4.37,4.37,0.00,0.00,1.293,0.252,0.300,0.018
3,2220-2250,3-14@905.4-10006@28.4,1.30,14.68,7,7,LOS_A,1,3.79,3.79,0.34,0.29,2.631,0.512,0.610,0.038
3,2220-2250,3,11.20,39.79,20,20,LOS_B,2,15.10,15.10,4.83,1.15,22.603,4.398,5.238,0.323
3,2220-2250,4-14@1018.5-14@1056.3,0.21,6.28,9,9,LOS_A,1,5.00,5.00,0.22,0.33,4.260,0.829,0.987,0.061
3,2220-2250,4-14@1018.5-10016@30.7,0.21,6.28,6,6,LOS_A,1,5.39,5.39,0.32,0.33,2.811,0.547,0.652,0.040
3,2220-2250,4-15@605.8-15@651.4,54.45,94.14,4,4,LOS_D,4,38.01,38.01,14.42,3.75,13.564,2.639,3.144,0.194
3,2220-2250,4-15@605.8-10017@29.2,54.45,94.14,4,4,LOS_D,4,54.72,54.72,23.27,8.50,27.943,5.437,6.476,0.400
3,2220-2250,4,27.33,94.14,23,23,LOS_B,2,19.49,19.49,6.73,2.35,47.792,9.299,11.076,0.684
3,2220-2250,5-6@771.4-6@812.3,24.08,53.72,8,8,LOS_C,3,23.98,23.98,5.37,1.00,9.819,1.910,2.276,0.140
3,2220-2250,5-6@771.4-10008@26.8,24.08,53.72,9,9,LOS_B,2,19.85,19.85,6.21,1.78,14.827,2.885,3.436,0.212
3,2220-2250,5-15@917.1-15@953.7,5.62,19.47,6,6,LOS_A,1,6.53,6.53,0.36,0.50,3.827,0.745,0.887,0.055
3,2220-2250,5-15@917.1-10009@26.6,5.62,19.47,4,4,LOS_B,2,13.68,13.68,1.84,0.75,3.587,0.698,0.831,0.051
3,2220-2250,5,14.85,53.72,27,27,LOS_B,2,17.20,17.20,4.01,1.11,32.110,6.248,7.442,0.459
3,2220-2250,6-4@647.9-4@688.0,61.10,93.94,6,6,LOS_C,3,34.05,34.05,10.03,5.17,24.673,4.801,5.718,0.353
3,2220-2250,6-4@647.9-10011@22.3,61.10,93.94,5,5,LOS_D,4,53.28,53.28,18.29,7.60,30.203,5.876,7.000,0.432
3,2220-2250,6-6@878.0-6@917.5,2.01,21.60,6,6,LOS_A,1,7.90,7.90,1.32,0.67,4.351,0.847,1.008,0.062
3,2220-2250,6-6@878.0-10010@26.4,2.01,21.60,7,7,LOS_A,1,5.44,5.44,0.61,0.57,4.210,0.819,0.976,0.060
3,2220-2250,6,31.55,93.94,24,24,LOS_C,3,23.17,23.17,6.83,3.21,63.218,12.300,14.651,0.904
3,2220-2250,7-1@504.8-1@548.8,31.23,57.13,6,6,LOS_C,3,25.74,25.74,6.49,4.17,19.862,3.864,4.603,0.284
3,2220-2250,7-1@504.8-10013@33.6,31.23,57.13,6,6,LOS_C,3,27.66,27.66,7.70,3.33,17.514,3.408,4.059,0.251
3,2220-2250,7-6@983.5-6@1021.9,2.28,14.21,7,7,LOS_A,1,8.26,8.26,0.65,0.14,2.621,0.510,0.608,0.038
3,2220-2250,7-6@983.5-10012@22.9,2.28,14.21,6,6,LOS_A,1,7.72,7.72,0.90,0.83,4.885,0.950,1.132,0.070
3,2220-2250,7,16.76,57.13,25,25,LOS_B,2,16.98,16.98,3.80,2.04,44.626,8.683,10.342,0.638
3,2220-2250,8-5@427.2-5@466.3,57.95,94.43,5,5,LOS_E,5,55.63,55.63,21.59,10.60,40.629,7.905,9.416,0.581
3,2220-2250,8-5@427.2-10015@30.1,57.95,94.43,6,6,LOS_D,4,43.07,43.07,15.45,7.50,34.416,6.696,7.976,0.492
3,2220-2250,8-6@1086.4-6@1124.9,0.00,0.00,10,10,LOS_A,1,2.64,2.64,0.05,0.10,2.655,0.517,0.615,0.038
3,2220-2250,8-6@1086.4-10014@25.1,0.00,0.00,5,5,LOS_A,1,4.99,4.99,0.20,0.20,1.761,0.343,0.408,0.025
3,2220-2250,8,28.98,94.43,26,26,LOS_C,3,22.61,22.61,7.78,3.85,79.932,15.552,18.525,1.144
3,2250-2280,1-5@777.9-5@820.9,3.98,12.90,7,7,LOS_B,2,12.83,12.83,2.61,0.86,6.867,1.336,1.591,0.098
3,2250-2280,1-5@777.9-14@745.4,3.98,12.90,5,5,LOS_B,2,11.83,11.83,1.78,0.60,3.945,0.768,0.914,0.056
3,2250-2280,1-14@698.3-14@745.4,16.32,47.37,6,6,LOS_C,3,32.82,32.82,6.31,6.00,27.395,5.330,6.349,0.392
3,2250-2280,1-14@698.3-10004@28.4,16.32,47.37,5,5,LOS_C,3,22.34,22.34,3.69,1.60,7.908,1.539,1.833,0.113
3,2250-2280,1,10.15,47.37,23,23,LOS_B,2,19.90,19.90,3.63,2.30,46.651,9.077,10.812,0.667
3,2250-2280,2-1@839.5-1@885.5,33.35,84.20,10,10,LOS_C,3,31.91,31.91,7.18,7.70,56.436,10.980,13.080,0.807
3,2250-2280,2-1@839.5-10000@37.4,33.35,84.20,8,8,LOS_D,4,54.51,54.51,13.06,14.13,83.553,16.256,19.364,1.195
3,2250-2280,2-14@803.9-14@847.3,5.46,21.83,5,5,LOS_B,2,11.73,11.73,2.90,0.60,3.640,0.708,0.844,0.052
3,2250-2280,2-14@803.9-10001@24.3,5.46,21.83,6,6,LOS_A,1,9.24,9.24,2.40,0.50,3.636,0.707,0.843,0.052
3,2250-2280,2,19.40,84.20,29,29,LOS_C,3,29.98,29.98,7.08,6.76,147.777,28.752,34.249,2.114
3,2250-2280,3-4@325.6-4@367.6,18.36,40.75,6,6,LOS_C,3,30.20,30.20,11.26,1.83,11.427,2.223,2.648,0.163
3,2250-2280,3-4@325.6-10007@31.1,18.36,40.75,8,8,LOS_C,3,20.03,20.03,6.27,1.38,10.787,2.099,2.500,0.154
3,2250-2280,3-14@905.4-14@945.6,2.30,13.13,6,6,LOS_A,1,5.68,5.68,0.00,0.00,1.404,0.273,0.325,0.020
3,2250-2280,3-14@905.4-10006@28.4,2.30,13.13,6,6,LOS_A,1,4.71,4.71,0.96,0.33,2.606,0.507,0.604,0.037
3,2250-2280,3,10.33,40.75,26,26,LOS_B,2,15.53,15.53,4.75,0.92,26.375,5.132,6.113,0.377
3,2250-2280,4-14@1018.5-14@1056.3,1.70,13.83,4,4,LOS_A,1,6.32,6.32,0.66,0.25,1.703,0.331,0.395,0.024
3,2250-2280,4-14@1018.5-10016@30.7,1.70,13.83,9,9,LOS_A,1,2.44,2.44,0.00,0.00,1.870,0.364,0.433,0.027
3,2250-2280,4-15@605.8-15@651.4,35.35,75.87,6,6,LOS_D,4,40.75,40.75,15.86,6.17,29.917,5.821,6.933,0.428
3,2250-2280,4-15@605.8-10017@29.2,35.35,75.87,6,6,LOS_D,4,54.47,54.47,19.64,12.17,53.964,10.499,12.507,0.772
3,2250-2280,4,18.52,75.87,25,25,LOS_C,3,24.74,24.74,8.63,4.44,86.088,16.750,19.952,1.232
3,2250-2280,5-6@771.4-6@812.3,6.83,19.47,5,5,LOS_B,2,15.20,15.20,2.35,0.80,4.731,0.920,1.096,0.068
3,2250-2280,5-6@771.4-10008@26.8,6.83,19.47,5,5,LOS_B,2,16.14,16.14,3.42,0.80,4.969,0.967,1.152,0.071
3,2250-2280,5-15@917.1-15@953.7,5.60,20.83,7,7,LOS_B,2,12.04,12.04,4.54,1.00,7.168,1.395,1.661,0.103
3,2250-2280,5-15@917.1-10009@26.6,5.60,20.83,8,8,LOS_B,2,11.87,11.87,3.53,0.63,6.292,1.224,1.458,0.090
3,2250-2280,5,6.21,20.83,25,25,LOS_B,2,13.44,13.44,3.55,0.80,23.180,4.510,5.372,0.332
3,2250-2280,6-4@647.9-4@688.0,37.77,69.05,7,7,LOS_C,3,34.33,34.33,11.37,5.00,26.680,5.191,6.183,0.382
3,2250-2280,6-4@647.9-10011@22.3,37.77,69.05,7,7,LOS_D,4,50.80,50.80,19.91,8.57,45.514,8.855,10.548,0.651
3,2250-2280,6-6@878.0-6@917.5,2.20,12.60,5,5,LOS_A,1,6.95,6.95,0.24,0.40,2.587,0.503,0.600,0.037
3,2250-2280,6-6@878.0-10010@26.4,2.20,12.60,7,7,LOS_A,1,3.88,3.88,0.89,0.14,2.126,0.414,0.493,0.030
3,2250-2280,6,19.99,69.05,26,26,LOS_C,3,25.30,25.30,8.71,3.77,77.306,15.041,17.916,1.106
3,2250-2280,7-1@504.8-1@548.8,53.01,78.01,7,7,LOS_C,3,32.87,32.87,10.57,5.57,29.704,5.779,6.884,0.425
3,2250-2280,7-1@504.8-10013@33.6,53.01,78.01,5,5,LOS_D,4,42.75,42.75,14.72,4.60,18.420,3.584,4.269,0.264
3,2250-2280,7-6@983.5-6@1021.9,3.81,13.95,6,6,LOS_B,2,10.30,10.30,0.54,0.33,3.155,0.614,0.731,0.045
3,2250-2280,7-6@983.5-10012@22.9,3.81,13.95,4,4,LOS_A,1,9.37,9.37,1.68,0.75,3.184,0.619,0.738,0.046
3,2250-2280,7,28.41,78.01,22,22,LOS_C,3,24.69,24.69,7.16,3.05,55.184,10.737,12.789,0.789
3,2250-2280,8-5@427.2-5@466.3,40.19,97.44,7,7,LOS_D,4,53.69,53.69,16.61,16.29,83.586,16.263,19.372,1.196
3,2250-2280,8-5@427.2-10015@30.1,40.19,97.44,7,7,LOS_D,4,40.73,40.73,11.64,8.71,45.044,8.764,10.439,0.644
3,2250-2280,8-6@1086.4-6@1124.9,1.55,5.82,5,5,LOS_A,1,4.17,4.17,0.29,0.20,1.761,0.343,0.408,0.025
3,2250-2280,8-6@1086.4-10014@25.1,1.55,5.82,6,6,LOS_A,1,3.92,3.92,1.21,0.17,1.848,0.360,0.428,0.026
3,2250-2280,8,20.87,97.44,25,25,LOS_C,3,28.21,28.21,8.26,7.08,130.128,25.318,30.158,1.862
3,2280-2310,1-5@777.9-5@820.9,4.75,19.24,6,6,LOS_A,1,8.24,8.24,0.56,0.50,4.104,0.798,0.951,0.059
3,2280-2310,1-5@777.9-14@745.4,4.75,19.24,6,6,LOS_A,1,9.62,9.62,0.47,0.67,4.592,0.893,1.064,0.066
3,2280-2310,1-14@698.3-14@745.4,12.74,43.82,6,6,LOS_C,3,23.15,23.15,3.44,1.83,10.748,2.091,2.491,0.154
3,2280-2310,1-14@698.3-10004@28.4,12.74,43.82,8,8,LOS_C,3,23.03,23.03,3.65,1.88,14.489,2.819,3.358,0.207
3,2280-2310,1,8.74,43.82,26,26,LOS_B,2,16.55,16.55,2.15,1.27,33.725,6.562,7.816,0.482
3,2280-2310,2-1@839.5-1@885.5,24.59,66.20,9,9,LOS_C,3,29.22,29.22,6.67,2.78,22.581,4.393,5.233,0.323
3,2280-2310,2-1@839.5-10000@37.4,24.59,66.20,8,8,LOS_D,4,40.94,40.94,9.06,6.13,39.672,7.719,9.194,0.568
3,2280-2310,2-14@803.9-14@847.3,4.47,19.77,4,4,LOS_B,2,10.14,10.14,1.88,1.00,3.763,0.732,0.872,0.054
3,2280-2310,2-14@803.9-10001@24.3,4.47,19.77,6,6,LOS_A,1,7.03,7.03,0.92,0.50,3.465,0.674,0.803,0.050
3,2280-2310,2,14.53,66.20,27,27,LOS_C,3,24.93,24.93,5.39,3.00,69.176,13.459,16.032,0.990
3,2280-2310,3-4@325.6-4@367.6,31.68,69.33,6,6,LOS_D,4,36.88,36.88,12.30,2.50,14.314,2.785,3.317,0.205
3,2280-2310,3-4@325.6-10007@31.1,31.68,69.33,6,6,LOS_C,3,23.19,23.19,6.31,1.83,10.787,2.099,2.500,0.154
3,2280-2310,3-14@905.4-14@945.6,1.33,6.36,5,5,LOS_A,1,4.21,4.21,0.00,0.00,1.081,0.210,0.251,0.015
3,2280-2310,3-14@905.4-10006@28.4,1.33,6.36,5,5,LOS_A,1,4.50,4.50,0.00,0.00,1.029,0.200,0.239,0.015
3,2280-2310,3,16.50,69.33,22,22,LOS_B,2,18.36,18.36,5.08,1.18,26.903,5.234,6.235,0.385
3,2280-2310,4-14@1018.5-14@1056.3,1.42,12.93,5,5,LOS_A,1,3.48,3.48,0.53,0.20,1.751,0.341,0.406,0.025
3,2280-2310,4-14@1018.5-10016@30.7,1.42,12.93,6,6,LOS_A,1,3.88,3.88,0.00,0.17,2.003,0.390,0.464,0.029
3,2280-2310,4-15@605.8-15@651.4,54.15,87.76,6,6,LOS_D,4,43.30,43.30,12.78,9.50,42.191,8.209,9.778,0.604
3,2280-2310,4-15@605.8-10017@29.2,54.15,87.76,5,5,LOS_D,4,53.94,53.94,15.96,14.60,51.691,10.057,11.980,0.739
3,2280-2310,4,27.79,87.76,22,22,LOS_C,3,25.92,25.92,7.23,6.00,96.654,18.805,22.401,1.383
3,2280-2310,5-6@771.4-6@812.3,9.10,27.20,4,4,LOS_B,2,16.35,16.35,2.03,0.75,3.724,0.725,0.863,0.053
3,2280-2310,5-6@771.4-10008@26.8,9.10,27.20,6,6,LOS_B,2,15.50,15.50,2.18,1.00,6.692,1.302,1.551,0.096
3,2280-2310,5-15@917.1-15@953.7,5.75,19.87,8,8,LOS_A,1,7.30,7.30,0.70,0.25,3.835,0.746,0.889,0.055
3,2280-2310,5-15@917.1-10009@26.6,5.75,19.87,6,6,LOS_B,2,12.95,12.95,2.95,0.50,4.424,0.861,1.025,0.063
3,2280-2310,5,7.42,27.20,24,24,LOS_B,2,12.27,12.27,1.85,0.58,18.560,3.611,4.301,0.266
3,2280-2310,6-4@647.9-4@688.0,26.50,59.69,8,8,LOS_C,3,29.95,29.95,7.21,2.88,20.095,3.910,4.657,0.287
3,2280-2310,6-4@647.9-10011@22.3,26.50,59.69,7,7,LOS_D,4,42.85,42.85,13.30,7.57,39.470,7.679,9.148,0.565
3,2280-2310,6-6@878.0-6@917.5,4.10,22.40,4,4,LOS_A,1,6.85,6.85,0.75,0.25,1.665,0.324,0.386,0.024
3,2280-2310,6-6@878.0-10010@26.4,4.10,22.40,4,4,LOS_A,1,6.33,6.33,0.06,0.25,1.650,0.321,0.382,0.024
3,2280-2310,6,15.30,59.69,23,23,LOS_C,3,25.75,25.75,6.70,3.39,62.987,12.255,14.598,0.901
3,2280-2310,7-1@504.8-1@548.8,46.61,74.23,9,9,LOS_D,4,36.14,36.14,10.15,4.78,33.650,6.547,7.799,0.481
3,2280-2310,7-1@504.8-10013@33.6,46.61,74.23,5,5,LOS_D,4,54.09,54.09,21.15,9.80,37.954,7.384,8.796,0.543
3,2280-2310,7-6@983.5-6@1021.9,4.05,15.11,4,4,LOS_B,2,10.74,10.74,2.27,1.00,3.818,0.743,0.885,0.055
3,2280-2310,7-6@983.5-10012@22.9,4.05,15.11,5,5,LOS_A,1,6.54,6.54,0.52,0.20,1.837,0.357,0.426,0.026
3,2280-2310,7,25.33,74.23,23,23,LOS_C,3,29.19,29.19,9.08,4.22,76.258,14.837,17.674,1.091
3,2280-2310,8-5@427.2-5@466.3,24.94,53.44,7,7,LOS_D,4,35.08,35.08,7.65,9.14,48.764,9.488,11.302,0.698
3,2280-2310,8-5@427.2-10015@30.1,24.94,53.44,5,5,LOS_D,4,38.11,38.11,6.94,9.00,35.200,6.849,8.158,0.504
3,2280-2310,8-6@1086.4-6@1124.9,1.36,6.74,5,5,LOS_A,1,3.06,3.06,0.00,0.20,1.694,0.330,0.393,0.024
3,2280-2310,8-6@1086.4-10014@25.1,1.36,6.74,5,5,LOS_A,1,3.60,3.60,1.10,0.20,1.628,0.317,0.377,0.023
3,2280-2310,8,13.15,53.44,22,22,LOS_C,3,21.34,21.34,4.26,5.05,85.587,16.652,19.835,1.224
3,2310-2340,1-5@777.9-5@820.9,6.67,20.61,6,6,LOS_A,1,9.34,9.34,0.75,0.50,4.117,0.801,0.954,0.059
3,2310-2340,1-5@777.9-14@745.4,6.67,20.61,5,5,LOS_B,2,10.01,10.01,0.92,0.40,3.141,0.611,0.728,0.045
3,2310-2340,1-14@698.3-14@745.4,9.08,32.96,10,10,LOS_C,3,26.45,26.45,5.33,2.10,19.399,3.774,4.496,0.278
3,2310-2340,1-14@698.3-10004@28.4,9.08,32.96,11,11,LOS_B,2,16.76,16.76,2.66,1.09,12.836,2.497,2.975,0.184
3,2310-2340,1,7.87,32.96,32,32,LOS_B,2,17.34,17.34,2.86,1.19,39.753,7.734,9.213,0.569
3,2310-2340,2-1@839.5-1@885.5,51.08,113.52,5,5,LOS_C,3,33.79,33.79,9.24,5.00,19.544,3.803,4.530,0.280
3,2310-2340,2-1@839.5-10000@37.4,51.08,113.52,7,7,LOS_D,4,44.01,44.01,12.22,10.00,51.552,10.030,11.948,0.738
3,2310-2340,2-14@803.9-14@847.3,1.77,14.13,6,6,LOS_A,1,8.29,8.29,1.70,0.50,3.486,0.678,0.808,0.050
3,2310-2340,2-14@803.9-10001@24.3,1.77,14.13,10,10,LOS_A,1,5.06,5.06,0.83,0.40,4.723,0.919,1.095,0.068
3,2310-2340,2,26.43,113.52,28,28,LOS_C,3,20.62,20.62,5.37,3.64,78.579,15.289,18.211,1.124
3,2310-2340,3-4@325.6-4@367.6,47.02,85.24,7,7,LOS_D,4,35.88,35.88,12.35,3.71,21.245,4.134,4.924,0.304
3,2310-2340,3-4@325.6-10007@31.1,47.02,85.24,6,6,LOS_C,3,31.65,31.65,12.44,3.33,16.924,3.293,3.922,0.242
3,2310-2340,3-14@905.4-14@945.6,1.53,12.53,4,4,LOS_A,1,6.05,6.05,0.59,0.25,1.627,0.317,0.377,0.023
3,2310-2340,3-14@905.4-10006@28.4,1.53,12.53,6,6,LOS_A,1,3.36,3.36,0.43,0.17,1.773,0.345,0.411,0.025
3,2310-2340,3,24.28,85.24,23,23,LOS_C,3,21.11,21.11,7.22,2.09,41.740,8.121,9.674,0.597
3,2310-2340,4-14@1018.5-14@1056.3,3.77,12.22,2,2,LOS_A,1,6.90,6.90,0.81,0.50,1.244,0.242,0.288,0.018
3,2310-2340,4-14@1018.5-10016@30.7,3.77,12.22,4,4,LOS_A,1,3.36,3.36,0.00,0.00,0.867,0.169,0.201,0.012
3,2310-2340,4-15@605.8-15@651.4,41.97,104.17,12,12,LOS_D,4,37.44,37.44,8.83,7.00,66.009,12.843,15.298,0.944
3,2310-2340,4-15@605.8-10017@29.2,41.97,104.17,9,9,LOS_D,4,48.95,48.95,12.62,13.00,88.109,17.143,20.420,1.260
3,2310-2340,4,22.87,104.17,27,27,LOS_C,3,33.97,33.97,8.19,7.48,157.211,30.587,36.435,2.249
3,2310-2340,5-6@771.4-6@812.3,11.09,47.49,5,5,LOS_B,2,18.50,18.50,4.22,1.00,5.786,1.126,1.341,0.083
3,2310-2340,5-6@771.4-10008@26.8,11.09,47.49,7,7,LOS_B,2,15.77,15.77,2.77,0.71,6.485,1.262,1.503,0.093
3,2310-2340,5-15@917.1-15@953.7,7.60,23.59,8,8,LOS_A,1,8.80,8.80,1.37,0.50,5.183,1.008,1.201,0.074
3,2310-2340,5-15@917.1-10009@26.6,7.60,23.59,4,4,LOS_B,2,12.87,12.87,1.28,1.25,5.019,0.977,1.163,0.072
3,2310-2340,5,9.34,47.49,24,24,LOS_B,2,13.53,13.53,2.36,0.79,22.284,4.336,5.164,0.319
3,2310-2340,6-4@647.9-4@688.0,26.23,58.34,6,6,LOS_C,3,25.83,25.83,6.77,1.83,11.003,2.141,2.550,0.157
3,2310-2340,6-4@647.9-10011@22.3,26.23,58.34,5,5,LOS_D,4,40.77,40.77,11.34,6.00,23.530,4.578,5.453,0.337
3,2310-2340,6-6@878.0-6@917.5,0.59,6.12,5,5,LOS_B,2,11.46,11.46,1.31,1.00,4.799,0.934,1.112,0.069
3,2310-2340,6-6@878.0-10010@26.4,0.59,6.12,7,7,LOS_A,1,7.45,7.45,0.85,0.43,3.927,0.764,0.910,0.056
3,2310-2340,6,13.41,58.34,23,23,LOS_C,3,20.36,20.36,4.77,2.13,43.808,8.524,10.153,0.627
3,2310-2340,7-1@504.8-1@548.8,24.59,61.02,7,7,LOS_C,3,29.93,29.93,8.45,3.29,19.018,3.700,4.408,0.272
3,2310-2340,7-1@504.8-10013@33.6,24.59,61.02,9,9,LOS_D,4,43.45,43.45,11.26,9.11,61.592,11.984,14.275,0.881
3,2310-2340,7-6@983.5-6@1021.9,2.75,14.56,6,6,LOS_B,2,11.58,11.58,0.97,0.83,5.162,1.004,1.196,0.074
3,2310-2340,7-6@983.5-10012@22.9,2.75,14.56,7,7,LOS_B,2,11.12,11.12,2.00,0.57,4.612,0.897,1.069,0.066
3,2310-2340,7,13.67,61.02,29,29,LOS_C,3,25.79,25.79,6.22,3.93,88.822,17.282,20.585,1.271
3,2310-2340,8-5@427.2-5@466.3,21.92,61.12,8,8,LOS_C,3,28.56,28.56,7.33,3.00,20.446,3.978,4.739,0.293
3,2310-2340,8-5@427.2-10015@30.1,21.92,61.12,10,10,LOS_C,3,25.83,25.83,5.49,2.00,18.849,3.667,4.368,0.270
3,2310-2340,8-6@1086.4-6@1124.9,5.14,15.72,5,5,LOS_A,1,4.52,4.52,0.65,0.20,1.786,0.347,0.414,0.026
3,2310-2340,8-6@1086.4-10014@25.1,5.14,15.72,5,5,LOS_A,1,3.39,3.39,0.63,0.20,1.610,0.313,0.373,0.023
3,2310-2340,8,13.53,61.12,28,28,LOS_B,2,18.80,18.80,4.28,1.64,42.671,8.302,9.889,0.610
3,2340-2370,1-5@777.9-5@820.9,3.97,21.72,7,7,LOS_A,1,7.72,7.72,1.42,0.57,4.956,0.964,1.149,0.071
3,2340-2370,1-5@777.9-14@745.4,3.97,21.72,7,7,LOS_B,2,10.56,10.56,2.54,0.43,4.535,0.882,1.051,0.065
3,2340-2370,1-14@698.3-14@745.4,7.35,36.50,7,7,LOS_B,2,17.88,17.88,3.39,1.14,8.513,1.656,1.973,0.122
3,2340-2370,1-14@698.3-10004@28.4,7.35,36.50,9,9,LOS_B,2,10.63,10.63,1.21,0.56,6.501,1.265,1.507,0.093
3,2340-2370,1,5.66,36.50,30,30,LOS_B,2,11.62,11.62,2.08,0.67,24.542,4.775,5.688,0.351
3,2340-2370,2-1@839.5-1@885.5,51.63,94.19,4,4,LOS_D,4,40.80,40.80,11.28,6.50,20.727,4.033,4.804,0.297
3,2340-2370,2-1@839.5-10000@37.4,51.63,94.19,5,5,LOS_D,4,46.45,46.45,13.10,11.20,40.777,7.934,9.451,0.583
3,2340-2370,2-14@803.9-14@847.3,2.39,13.76,7,7,LOS_A,1,6.82,6.82,0.94,0.43,3.714,0.723,0.861,0.053
3,2340-2370,2-14@803.9-10001@24.3,2.39,13.76,10,10,LOS_A,1,2.48,2.48,0.00,0.00,1.735,0.338,0.402,0.025
3,2340-2370,2,27.01,94.19,26,26,LOS_B,2,18.00,18.00,4.51,3.27,66.152,12.871,15.331,0.946
3,2340-2370,3-4@325.6-4@367.6,40.61,64.37,5,5,LOS_D,4,39.40,39.40,12.09,7.60,29.738,5.786,6.892,0.425
3,2340-2370,3-4@325.6-10007@31.1,40.61,64.37,3,3,LOS_D,4,39.33,39.33,16.95,4.00,10.306,2.005,2.388,0.147
3,2340-2370,3-14@905.4-14@945.6,1.06,5.29,8,8,LOS_A,1,6.42,6.42,0.48,0.38,3.905,0.760,0.905,0.056
3,2340-2370,3-14@905.4-10006@28.4,1.06,5.29,9,9,LOS_A,1,4.49,4.49,0.58,0.22,3.136,0.610,0.727,0.045
3,2340-2370,3,20.83,64.37,25,25,LOS_B,2,16.27,16.27,4.82,2.20,45.874,8.925,10.632,0.656
3,2340-2370,4-14@1018.5-14@1056.3,4.10,15.00,7,7,LOS_A,1,9.03,9.03,1.58,0.71,5.309,1.033,1.230,0.076
3,2340-2370,4-14@1018.5-10016@30.7,4.10,15.00,7,7,LOS_A,1,9.23,9.23,2.15,0.71,5.427,1.056,1.258,0.078
3,2340-2370,4-15@605.8-15@651.4,29.39,75.86,7,7,LOS_C,3,31.13,31.13,8.14,5.71,29.616,5.762,6.864,0.424
3,2340-2370,4-15@605.8-10017@29.2,29.39,75.86,7,7,LOS_D,4,37.85,37.85,8.20,9.14,47.768,9.294,11.071,0.683
3,2340-2370,4,16.74,75.86,28,28,LOS_C,3,21.81,21.81,5.02,4.07,87.870,17.096,20.365,1.257
3,2340-2370,5-6@771.4-6@812.3,19.69,47.34,9,9,LOS_C,3,24.30,24.30,5.76,1.67,15.556,3.027,3.605,0.223
3,2340-2370,5-6@771.4-10008@26.8,19.69,47.34,5,5,LOS_C,3,34.00,34.00,9.87,4.20,17.912,3.485,4.151,0.256
3,2340-2370,5-15@917.1-15@953.7,4.70,27.10,9,9,LOS_A,1,9.29,9.29,1.39,0.67,7.341,1.428,1.701,0.105
3,2340-2370,5-15@917.1-10009@26.6,4.70,27.10,7,7,LOS_B,2,10.59,10.59,1.51,1.43,9.246,1.799,2.143,0.132
3,2340-2370,5,12.20,47.34,30,30,LOS_B,2,18.21,18.21,4.14,1.73,50.207,9.768,11.636,0.718
3,2340-2370,6-4@647.9-4@688.0,31.72,55.66,4,4,LOS_C,3,32.01,32.01,9.28,4.00,13.416,2.610,3.109,0.192
3,2340-2370,6-4@647.9-10011@22.3,31.72,55.66,5,5,LOS_D,4,37.86,37.86,12.34,4.80,19.925,3.877,4.618,0.285
